session_id,target
1,0.001412007402352741
2,5.711038754377617e-08
3,8.705876327261462e-08
4,6.937165040554061e-07
5,1.5398852875201775e-05
6,0.00032300185864568326
7,0.0007611926853949116
8,0.00023666463115107415
9,0.0002125996093715722
10,0.00847221881472814
11,5.5654018984425366e-05
12,6.600708099172893e-05
13,0.0004945531164187823
14,0.39295673494103045
15,6.15036505905528e-05
16,0.0013212319641256792
17,0.0007087363059899397
18,6.299688544397651e-05
19,0.0005600336297912211
20,1.0263453424809732e-06
21,0.032250735045577475
22,2.2614803764835202e-07
23,5.442840352435098e-05
24,0.0003641400116461577
25,0.0009167896116258294
26,2.5984743419555063e-07
27,0.0005245088211512821
28,9.673265436368164e-07
29,0.0033422816387979723
30,7.549785337162179e-05
31,0.009686008703084373
32,0.011539102794685945
33,0.000535987500726205
34,4.6243191987523106e-07
35,0.004108563527349267
36,0.00012931944929428968
37,6.059360113515597e-08
38,1.2931313793468305e-07
39,7.549785337162179e-05
40,2.6414632606518918e-05
41,0.0002943858113861607
42,0.001523213075633253
43,8.395045924670074e-06
44,2.3582153063638985e-06
45,0.21247839615922307
46,8.257051705374996e-06
47,0.0036820912850321712
48,0.00020923787275974618
49,3.1862000045214504e-05
50,1.944425419035874e-05
51,7.426924959630642e-07
52,9.241270078684442e-06
53,0.016519556732850778
54,7.836265770521246e-05
55,6.010147001988601e-05
56,0.0008759498225957576
57,3.3749009462500538e-06
58,6.524602983790665e-05
59,7.086402192973945e-06
60,2.724559067691602e-06
61,2.2763353558722655e-05
62,0.0027896544605585448
63,3.123958345592275e-05
64,0.00016171345948543325
65,6.309712134021965e-06
66,9.091257296341908e-07
67,0.0009292429458050083
68,5.733984797382913e-05
69,0.0707908103491639
70,0.0002265436544393505
71,6.998914864903542e-05
72,7.086402192973945e-06
73,0.003846346536046121
74,5.711038754377617e-08
75,1.2184898282653577e-05
76,6.420672235346157e-05
77,0.00027517109634692127
78,0.00042645737969953596
79,2.1747211499553565e-05
80,0.0002076850031226562
81,5.267108028505372e-05
82,7.914951240899365e-05
83,2.5665386770992225e-07
84,0.9059412016365636
85,7.963060918848975e-06
86,1.3991575122595084e-06
87,0.0008803863813785099
88,0.0002520929749346378
89,0.0003791030441683599
90,0.019744900937648958
91,0.00018866013254711833
92,5.063216415466935e-06
93,0.015555216566734583
94,0.000287232903674826
95,0.01702693565179488
96,2.963186002302098e-07
97,0.00011630203253396615
98,7.16202201867375e-05
99,5.036365612595551e-05
100,0.0001905934196146412
101,0.0017255136261712274
102,0.026243879449905652
103,0.0017727318149149227
104,0.0011308832736398795
105,1.201000965361727e-05
106,0.00020968598408570703
107,0.000539069826078643
108,6.935052116661612e-06
109,5.905339430879761e-05
110,8.403340603049041e-05
111,0.00015034798789819345
112,5.565822781099333e-07
113,0.014118330563995297
114,2.1278758429417612e-05
115,4.0264070669250006e-05
116,1.0146860545809522e-05
117,0.0008404847512591036
118,0.0003411373090392671
119,2.6747710431729968e-05
120,0.00011955819023856918
121,4.342655649451808e-05
122,7.549785337162179e-05
123,0.00021595410224934663
124,5.194245950441053e-05
125,0.002120268185443206
126,1.3516824990222535e-06
127,3.712473160186256e-08
128,0.0004516713686610719
129,0.0010867689569071552
130,0.001136473386397757
131,0.023737007692196062
132,0.0007611926853949116
133,0.0005322614292149299
134,4.675114499179515e-06
135,4.769812009021744e-06
136,0.00016037659630751516
137,0.0002815249976297612
138,0.0006927003657592031
139,3.4094965836593285e-06
140,0.0007048046588293647
141,3.701451463015932e-08
142,0.00041219133446409017
143,0.0006052773532392393
144,0.0009394471361875341
145,5.711038754377617e-08
146,0.0037832403516732706
147,0.0005111152886755221
148,0.0006444655620853679
149,0.0005526700937620758
150,0.007661362648527898
151,6.8581313061498125e-06
152,0.0022447099705610895
153,0.0016288521314434966
154,0.0015573622477835212
155,2.7353034666073195e-05
156,7.098237994567572e-05
157,0.00013067521798583296
158,0.00016037659630751516
159,2.5365093624471835e-06
160,7.549785337162179e-05
161,0.0005206160488751035
162,0.00011730149083051295
163,0.00010774198850417894
164,0.0006575045931902606
165,8.425166246885678e-07
166,4.889742204379966e-05
167,0.001801290598667841
168,0.0005545297945423552
169,0.0004296672069229761
170,0.0004801731276357983
171,0.003805158173860993
172,1.3961643559520816e-05
173,5.02786405378763e-05
174,3.355404864476497e-05
175,0.6832041705113462
176,0.0005732617856005265
177,0.0027341611632422736
178,6.577255133941329e-07
179,3.015474327973166e-05
180,0.0001693669315572068
181,0.0007034848770092778
182,0.027510395076459478
183,0.0003838047589930848
184,7.163290303469409e-06
185,0.0004908725656648644
186,4.460877954866959e-05
187,5.644809903368071e-06
188,1.6448127583279678e-06
189,0.000791030500930274
190,1.689830074376479e-05
191,0.0005045074644421495
192,0.0001239951591803901
193,0.00045671211543385834
194,0.0187676653150956
195,0.0003014696419445552
196,4.3921075218685505e-08
197,0.0002507668568949396
198,0.0009152267506876896
199,0.0013806708270914009
200,6.876058696033424e-06
201,8.257051705374996e-06
202,0.08221115689976481
203,1.6761871200084303e-06
204,0.0001063074532055508
205,0.004055481434575393
206,9.968475694844828e-09
207,8.598298155736342e-05
208,0.026243152202872353
209,6.155044165483487e-06
210,0.0013767818642013373
211,1.4366517547453242e-05
212,0.00297113399431122
213,4.206417048272851e-05
214,0.0010761638329062884
215,0.016634290867654288
216,0.0012372157861896154
217,0.0036359888562202047
218,0.0004296672069229761
219,0.02231493196200518
220,0.0005084990550168479
221,0.0002266717616883911
222,0.0001843287386294223
223,0.0005749421910892237
224,0.0004296672069229761
225,0.04319775139389541
226,0.0012742789276349845
227,0.0008029951866353837
228,5.483211422378809e-05
229,0.0001506565314472465
230,0.0009877702480540782
231,9.664139557232038e-06
232,5.166905452212371e-05
233,6.83061629146159e-05
234,0.0009807916221151285
235,1.570535111487201e-05
236,0.0017743958732063113
237,0.0006204383407291555
238,0.0006140271381251754
239,7.549785337162179e-05
240,0.0009119545335046871
241,6.926920867654377e-06
242,3.299475283894449e-07
243,4.620818074117736e-08
244,9.01656055593685e-05
245,2.008967050495918e-05
246,1.0164612067832872e-05
247,0.01578160481576395
248,0.0001442068871196652
249,5.4086363549922395e-06
250,0.00011376890995169243
251,0.029936013371139776
252,0.000148056057920391
253,8.233317044200837e-05
254,0.052140399967567724
255,0.0009247949039041388
256,2.137640169560319e-09
257,0.0008016572582441287
258,0.0013003423456624927
259,0.002796731052176693
260,0.00688091901798125
261,2.293075124397518e-05
262,0.04649032513404076
263,0.00014640280295168223
264,0.0005610291414151942
265,0.0007147950334667177
266,1.4035027979601343e-05
267,1.8224672559773236e-11
268,1.164944164300853e-05
269,0.0002497711482979126
270,0.00016810319566809388
271,2.052851717794639e-05
272,0.0004547414860571159
273,4.0702557670940674e-05
274,0.0006936816374621615
275,0.0011617574692460249
276,3.240335162752432e-07
277,0.0003754172923047497
278,0.0014021583574819873
279,1.261354212397359e-05
280,0.0008343326498898499
281,1.4667597648128388e-05
282,0.0005495204492301129
283,0.000556243064897033
284,4.0064957897291365e-06
285,0.00010622079975752661
286,1.2401273777622912e-08
287,0.0004893859174464751
288,9.682275642937237e-06
289,0.00028806431856628716
290,6.991555707242523e-06
291,0.04027411303784428
292,0.00010393307488271222
293,0.0007154396619283745
294,1.0779606524170033e-05
295,0.00013595609352997807
296,8.385406817276618e-05
297,0.0002073665654094456
298,4.268741804928968e-06
299,2.6580645056526405e-06
300,0.00011277186616568674
301,6.991555707242523e-06
302,1.8321243340834936e-05
303,1.125437735174238e-06
304,0.00015985952303963647
305,0.015304793552907777
306,3.359210193059048e-05
307,0.00039705677426149684
308,0.0007678956274835711
309,0.0007272627811042217
310,2.0890730398614696e-05
311,0.0007657733884468344
312,0.0008039401489099117
313,0.010447921603259636
314,7.247109358634136e-05
315,2.4595957298670297e-05
316,4.208415585631361e-06
317,0.0011935882778518537
318,0.00017935053141546745
319,0.00011341155532112929
320,4.381325143223928e-06
321,0.0019396119869299724
322,9.014673781040274e-05
323,0.00014958492781950875
324,0.0009325105316426469
325,0.001932229232696529
326,0.0014501999009815362
327,1.5732670827154426e-05
328,0.001103906037994451
329,7.549785337162179e-05
330,2.0414409701994276e-05
331,0.002284476380552697
332,0.01706070783839268
333,0.06703908840590266
